Date,Headline
2019-03-31,"Bitcoin Exceeds $1 Billion, Japan Acceptance and More: March 31 Is a Legendary Day In BTC History "
2019-04-01,"Huge green candle pushes bitcoin from $4200 to $5000 in minutes, BTC up 15% over past 24 hours "
2019-04-01,"Bitcoin Inches above $4,100 as ""Crypto Winter"" May Finally Be over: BTCManager's Week in Review April 1, 2019 "
2019-04-01,"Onchain Custodian, the Cryptocurrency and Digital Asset Custodian Backed by Sequoia, Fosun and DHVC, Launches its SAFE™ Platform and Value-Added Services "
2019-04-02,"Bitcoin’s one-day price rally on verge of carving out a place in the history books, in one chart "
2019-04-02,Bitcoin Adoption: Swiss Publishing Company Ditches Fiat for Cryptocurrency Salary Payments | BTCMANAGER 
2019-04-02,Two new cryptocurrency bills from US Congress aim to create competitive regulation and prevent market manipulation 
2019-04-03,"Cryptocurrencies Experience Largest Volume In History - Bitcoin, Litecoin, Cardano, Zcash "
2019-04-03,Nxt-ID Subsidiary FitPay® Begins Pre-order Shipments of Flip - a Contactless Payment Device for Bitcoin 
2019-04-03,"CNBC Crazy Bullish On Crypto, Resident Fund Manager Calls For Bitcoin (BTC) At $6,000 - Ethereum World News "
2019-04-04,Drug dealer has $1.4 million in Bitcoin seized for illegal online narcotics business 
2019-04-04,2nd round of layoffs hits Alberta cryptocurrency mines as bitcoin price struggles to rebound 
2019-04-04,Drug Bust: Bitcoin (BTC) and Blockchain Evidence Hammer 30-Year-Old Crypto Trader and Cocaine Dealer 
2019-04-05,"Ripple founder makes hefty donation, A16Z eyes crypto — Bitcoin review - New York Business Journal "
2019-04-05,Coinbase CEO Brian Armstrong: Cryptocurrency Needs 3 Things for Mass Adoption - Ethereum World News 
2019-04-05,"Bitcoin Solutions, Inc. / Mybitcards.com announces a new distribution partner CardCash.com to sell its Bitcoin Gift Cards in the USA "
2019-04-06,Fundstrat Global Advisors Co-Founder Thomas Lee: Bitcoin Is Back in a Bullish Trend 
2019-04-06,Peter Brandt: Bitcoin Price Could Be Entering A New Parabolic Advance | Bitcoinist.com 
2019-04-06,"Traders Expect Further Bitcoin Price Pullback, Crypto Market Overbought - Ethereum World News "
2019-04-07,"Previously Bearish Trader Reverses Stance on Bitcoin, Predicts $50,000 Price Within Two Years "
2019-04-07,European Bitcoin Brokerage Bitpanda Receives EU Payment Service Provider License | BTCMANAGER 
2019-04-07,"CNBC Host: ""Even if Bitcoin (BTC) was a bubble last year, I’ve never seen a bubble pop twice."" - "
2019-04-08,Chinese Traders Pay Extra for Bitcoin Through OTC Desks Amid Crypto Market Surge 
2019-04-08,"Mexico-Based American Bitcoin Dealer Sentenced to Prison, Ordered to Forfeit $823K "
2019-04-08,$185 Billion: Crypto Market Storms to 2019 High as Trump Demands ‘Rocketship’ US Fed Policy 
2019-04-09,Philippines Approves 3 More Crypto Exchanges Amid Soaring Bitcoin Prices | Fintech Singapore 
2019-04-09,Nigeria: Users Accuse Paxful Bitcoin Exchange of Fraud and Illegal Account Closures | BTCMANAGER 
2019-04-09,JetSkiBoats.Com.Au is the first online Jet Ski retailer to accept Bitcoin and other crypto currencies as payment and it has a 30% Sale Discount Campaign to celebrate it 
2019-04-10,"Analyst Predicts Bitcoin [BTC] Could Top $75,000 in Next Peak, Maybe Higher - Ethereum World News "
2019-04-10,Crypto artist Trevor Jones on how augmented reality paintings are a ‘window to another dimension of a... 
2019-04-10,"Cryptocurrency and blockchain: hitting the real world, and some real-world problems — Financier Worldwide "
2019-04-11,Crypto Hedge Fund Polychain Capital Saw Assets Under Management Drop 40% In Q4 2018 
2019-04-11,’Crypto’ review: A cybercurrency thriller in which odd little moments are a major asset - Chicago Sun
2019-04-11,"Charles Hoskinson describes the future of Cardano, “100 times more decentralized than Bitcoin” after Shelley "
2019-04-12,How Crypto-Tracker Stocks Let You Invest In Cryptocurrency (Even If You Know Nothing About Bitcoin) 
2019-04-12,"OKEx, Top Crypto Exchange, Expands Fiat-to-token Trading to European Markets with Euro, Lira and Ruble "
2019-04-12,"The Satoshi Nakamoto, Bitcoin (BTC) and Julian Assange Link, Why His Arrest is a Big Blow - Ethereum World "
2019-04-13,The Upside of Bitcoin's Upside (It’s Not What You Think) 
2019-04-13,Hackers are stealing millions in Bitcoin — and living like big shots 
2019-04-14,"Ethereum Foundation on Bitcoin, Bitcoin Cash, Ethereum Classic, Stellar, and TRON "
2019-04-14,Tether accused of minting almost $400 million in uncollateralized USDT to prop up bitcoin 
2019-04-14,Japan's Largest Bank Will Issue a Proprietary Cryptocurrency This Year - Ethereum World News 
2019-04-15,Hackers Hijack Twitter of Sweden’s Ruling Political Party for Some Bitcoin Mischief 
2019-04-15,Meet The Entrepreneur Who Is Protecting Biodiversity With Video Games And Cryptocurrency 
2019-04-15,"Binance decision to delist Bitcoin SV could violate laws, possibly lead to regulatory action "
2019-04-16,"U.S. Bitcoin trader was living on a floating 'seastead.' Now, he may face death penalty in Thailand "
2019-04-16,Virginia Beach cryptocurrency company files for 'reorganization bankruptcy' one year after headquarters expansion 
2019-04-16,Ledn chooses BitGo to provide insured custody as it sets sight on Latin America to help more people save in bitcoin 
2019-04-17,Crypto Wallet & Visa Card Spend.com launches Apple Pay & Google Pay on iPhone and Samsung Devices 
2019-04-17,"Crypto Assets Surge 16.23% in Q1 With Gains for Bitcoin, Ethereum, Litecoin, EOS: CoinGecko Report "
2019-04-17,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Binance Coin, Stellar, Cardano, TRON: Price Analysis April 17 "
2019-04-18,‘Thailand Wants Us Killed’: U.S. Bitcoin Retiree Accused of Building Micronation Faces Death Pe... 
2019-04-18,Want to Learn How to Trade Crypto Like a Pro? Win a Free 12-Week Course from The Rational Investor | 
2019-04-18,Bitcoin couple could face death penalty in Thailand for 'seastead' floating home in international waters 
2019-04-19,American bitcoin trader and his girlfriend may face death penalty over Thailand 'sea home' 
2019-04-19,American Bitcoin investor posts 'proof' that micro-nation home he built in sea is not in Thai waters 
2019-04-19,BitMEX Partners With Trading Technologies to Provide High Performance Bitcoin Derivatives Trading Tools | BTCMANAGER 
2019-04-20,US bitcoin trader and girlfriend could face death penalty over Thai 'seastead' 
2019-04-20,Seasteading bitcoin couple charged with violating Thai sovereignty as navy boards floating home 
2019-04-20,"Craig Wright Continues to Chase His Critics as Major Crypto Platforms Boycott His Cryptocurrency, BSV "
2019-04-21,Attempts to Deplatform @Bitcoin Account Reveal Private Message With Twitter CEO 
2019-04-21,Indiana Family Worried About Bitcoin-Rich Seasteader Wanted by Thai Authorities 
2019-04-21,Fundstrat’s Tom Lee: Current Bitcoin Misery Index Never Been Reported in Bear Market 
2019-04-22,"Bitcoin Lightning Meets Amazon, Crypto Alts Beat BTC, and JP Morgan Battles Ripple With Ethereum-based Plat... "
2019-04-22,Defunct Exchange Gatecoin Highlights the Need for Regulations for Legal Ownership of Crypto Assets | BTCMANAGER 
2019-04-22,"Onchain Custodian, the Cryptocurrency & Digital Asset Custodian Backed by Sequoia, Announces Its First Customers and Partnerships "
2019-04-23,Disney Could Soon Own Oldest Bitcoin Exchange in $13 Billion Equity Deal | Bitcoinist.com 
2019-04-23,US Bitcoin trader and girlfriend face death penalty after building floating house off coast of Thailand in... 
2019-04-23,An American bitcoin trader built a floating house off Thailand's coast in an attempt to gain independence. Authorities destroyed his home and he now faces the death penalty. 
2019-04-24,"Nigerian nationals facing charges in bitcoin scheme that defrauded victims in Oregon, California "
2019-04-24,"Five most prolific 51% attacks in crypto: Verge, Ethereum Classic, Bitcoin Gold, Feathercoin, Vertcoin "
2019-04-24,"Samsung Launching Crypto Asset on Ethereum Blockchain, With Bitcoin (BTC) Wallet Support Still Nonexistent:... "
2019-04-25,CFO of $1bn crypto exchange on Facebook's blockchain plans: 'Their goal is to wall off other people' 
2019-04-25,"Crypto Analysts Warn Bitcoin (BTC) Trend Could Burn Ethereum, XRP, Litecoin, Stellar, Bitcoin Cash and Card... "
2019-04-25,Call it the Blockchain State: New Digital Currency Group Says N.J. is Becoming Place Where Crypto Firms Can Thrive 
2019-04-26,"Cryptocurrency is 'ponzi scheme', should be banned in India: Govt official "
2019-04-26,Jihan Wu on his own? Bitmain reportedly wants out of 'failure' Bitcoin Cash 
2019-04-26,KuCoin Exchange Blocks Crypto Wallet Allegedly Involved in RChain Token Scam 
2019-04-27,"ETrade: Reportedly Launching Bitcoin (BTC) and Ethereum (ETH) Trading, S&P 500 ‘Scores Fewer Goa... "
2019-04-27,Big Brokerages TD Ameritrade and ETrade adding Bitcoin Trading - Something Robinhood Did Over a Year Ago 
2019-04-27,Series of 'China official' scams where victims transfer money using bitcoin machines prompts police alert 
2019-04-28,Jaguar Land Rover planning to allow helpful car drivers to earn cryptocurrency 
2019-04-28,"Researchers: Hamas shifting tactics in bitcoin fundraising, highlighting crypto risks "
2019-04-28,Binance Chain Launch Sees Developers and Entrepreneurs Reconsidering Ethereum | Bitcoinist.com 
2019-04-29,It Will Take Bitcoin (BTC) Less than 25 Years to Establish Itself as Premier Money - Ethereum World News 
2019-04-29,"Active addresses on Bitcoin Cash (BCH) Network is Less Than 33% of Dogecoin, Median Transaction Value Below "
2019-04-29,Binance Releases Institutional-Grade Report on Tron As Crypto Exchange Huobi DM Lists TRX for Derivatives T... 
2019-04-30,"US, Japan, and South Korea Record the Highest Number of Cryptocurrency Exchange Visits "
2019-04-30,World’s first ‘Bitcoin city’ where cash is BANNED hopes to attract 3million ‘crypto-tourists’ a year... 
2019-04-30,"AMR Token Confirmed to be Listed on Two Crypto Exchanges Including p2pb2b, FORK Provides Mining Equipment Update "
2019-05-01,Blockchain Capital Survey: Younger Generations Bullish on Bitcoin Adoption | BTCMANAGER 
2019-05-01,John McAfee Dares Bitcoin SV Creator Craig Wright to Explain ‘Conman’ Insult in Tea Throwdown 
2019-05-01,"CannDollar, the First Universal Silver Backed Coin That Provides More Stability Than Traditional Cryptocurrencies. "
2019-05-02,"Bitcoin Above Winter Resistance, Ethereum About To Drop Below It - Ethereum World News "
2019-05-02,"Innovation around Bitcoin has reduced tx fees, transactions at 2017 highs at 15% the cost "
2019-05-02,Cryptocurrency ATM CoinFlip Delaying Tether USDT Addition Following Recent Allegations - Ethereum World News 
2019-05-03,Cryptopia: From Zug To The Proposed Melaka Straits City - Can Blockchain Build A City? 
2019-05-03,Bitcoin hits $100 billion market cap on news institutional investment could come into the market 
2019-05-03,Bitcoin Core 0.18.0 Bets on Segwit Adoption and Hints at Offline Tx Signing - Ethereum World News 
2019-05-04,Blockchain Researchers Look to Overhaul Crypto Exchange Ranking Data 
2019-05-04,Bitcoin on Wallstreet: BTC Related Companies Trading on the Stock Exchange 
2019-05-04,New York Bitcoin Mining Magnate Accused of Stealing Over 5000 Crypto Miners 
2019-05-05,Canada Awards 300-Megawatt Block of Electricity to Attract Bitcoin Miners 
2019-05-05,Pay for Flights on Your Next Business Trip With Bitcoin Cash via Corporate Traveller 
2019-05-05,"John McAfee Launches ‘Bitcoin Play’ App, Letting Users Earn Crypto While Testing Their Knowledge "
2019-05-06,"Bitcoin Moves Towards $6000 Mark as Momentum Remains Positive Despite ""Untethered"" Tether | BTCMANAGER "
2019-05-06,Global speaker lineup comes to CoinGeek Toronto for Bitcoin SV's massive scaling plan and thriving ecosystem 
2019-05-06,"John McAfee Cursing in New ‘Bitcoin Play’ App, Letting Users Earn Satoshis for Quiz Solving - Ethereum World "
2019-05-07,"Binance Hacked: Crypto Exchange Loses 7,000 Bitcoin (BTC), Shuts Down Withdrawals and Deposits "
2019-05-07,Bitcoin Outperforms Traditional Assets in 2019 As Powerhouse Fidelity Gears Up to Launch BTC Trading 
2019-05-07,Investors Analyze Ripple’s Multi-Million Dollar Sale of XRP As Bitcoin (BTC) and Crypto Markets Surge 
2019-05-08,Hackers steal nearly £31 million in Bitcoin from one of the largest cryptocurrency exchanges 
2019-05-08,"John McAfee asks his Twitter followers to stop sending him Bitcoin, despite him daring them to "
2019-05-08,"Technical Indicator Signals That The Bitcoin (BTC) Bear Market May Be Over, But What Comes Next? - Ethereum "
2019-05-09,South Pacific Churches Targeted in Billion-Dollar Cryptocurrency Scam | News & Reporting 
2019-05-09,Bitcoin Is Now Back to Where It Was Just Two Months Before Its Highest Price Ever | Inc.com 
2019-05-09,"Facebook lifts Crypto Ad Ban, One Year after the Social Media Giant Banned all Ads Related to Blockchain and Cryptocurrencies "
2019-05-10,Bitcoin Dominance At 17 Month High As Altcoin Assault Continues - Ethereum World News 
2019-05-10,Crypto.com One of the First Cryptocurrency Companies to Achieve ISO/IEC 27001:2013 Certification 
2019-05-10,Further Rally Possible If Bitcoin (BTC) Continues To Mirror Historic Gold Price Action - Ethereum World News 
2019-05-11,‘Bitcoin Jesus’ Preaches Libertarian Gospel of Crypto & Crack Cocaine 
2019-05-11,"$1 Million Bitcoin Scavenger Hunt Attracts 60,000 Digital Sleuths (And New Investors) "
2019-05-11,Bitcoin Enters Parabolic Phase to $7K ...But No One is Sure When It'll Stop | Bitcoinist.com 
2019-05-12,Dollar’s Brutal 100-Year Tailspin Guarantees a Spellbinding Bitcoin Rally 
2019-05-12,"Bitcoin, Altcoins Rally But Is It Now Blow-off or Lift-off? - Ethereum World News "
2019-05-12,Bitcoins for Frappuccino: Will Starbucks’ Crypto Endeavours Pave the Way for Mainstream Adoption? 
2019-05-13,"Bitcoin Price Falls 6% from $7,500; Is BTC Really Vulnerable to Plunge below $6,000? "
2019-05-13,Bitcoin (BTC) Price Analysis: $7500 Broken So This is the Next Bull Target | Bitcoinist.com 
2019-05-13,Flexa launches global payment network and mobile app to help people spend their cryptocurrency 
2019-05-14,Australian 'influencer' Belle Gibson faked cancer and used profits to trade cryptocurrency 
2019-05-14,"Bitcoin price will hit $250,000 within four years, predicts billionaire investor Tim Draper "
2019-05-14,"Russian Bitcoin (BTC) Supporters Have opened 80,000 Addresses Since April - Ethereum World News "
2019-05-15,Huobi Launches Regulated Fiat-To-Crypto & Crypto-To-Crypto OTC Service For High Volume Traders 
2019-05-15,Bitcoin alert! Cryptocurrency on fire again - here is why; check this list of fortunate events 
2019-05-15,"Because Of Microsoft Alone, Bitcoin (BTC) At $8000 Is Significantly Under-priced - Ethereum World News "
2019-05-16,"How this little-known crypto is giving Bitcoin a run for its money - The tale of ""altcoins"" "
2019-05-16,Comic: Bitcoin Is Back from The Dead! Is This The Start Of The Next Bull Run? By Investing.com 
2019-05-16,"U.S. Presidential Candidate Andrew Yang Talks Bitcoin (BTC), Crypto Regulations - Ethereum World News "
2019-05-17,"Max Keiser is Bullish on Bitcoin (BTC,) ""My Price Target is $100,000 and Beyond"" - Ethereum World "
2019-05-17,India: Lobbying Groups Are Pressuring the RBI to Reconsider its Anti-Crypto Policy - Ethereum World News 
2019-05-17,DPW Holdings Provides Update on the Digital Farms Real Estate Purchase for a Data Center and on Bitcoin Mining 
2019-05-18,"Blockchain, Cryptocurrency's Future Debated at Consensus Conference - eWEEK "
